dept,city,state,address_or_intersection,charge_code,cross_street,date,encounter_type,incident_id,incident_reason,incident_reason_detailed,latitude,longitude,number_of_suspects,number_officers_involved,officer_age,officer_death,officer_ethnicity,officer_gender,officer_id,officer_injured,officer_injuries_detail,officer_race,officer_yrs_experience,reason_for_force,reason_for_force_detailed,search_conducted,search_conducted_person,search_conducted_vehicle,search_reason,subject_age,subject_death,subject_description,subject_gender,subject_id,subject_injured,subject_injuries_detail,subject_priors,subject_race,subject_weapon_possessed,type_of_force_used,weapon_or_tool_used
35-00016,Orlando,FL,595 W. Church St,,,2014-02-24 00:00:00,,14-086291,Stalking,,28.540179,-81.38619200000001,1.0,3.0,"32, 44, 24","No, No, No","N, N, N","M, M, M",,"No, No, No",,"W, B, W","1, 1, 1",,,,,,,27,No,,M,,No,,,Black,Motor Vehicle,,
35-00016,Orlando,FL,Thorpe/Wentwood,,,2013-11-25 00:00:00,,13-495877,Traffic Stop,,,,1.0,1.0,30,No,N,M,,No,,W,4,,,,,,,31,Yes,,M,,Yes,,,White,Motor Vehicle,,
35-00016,Orlando,FL,Kirkman/Vineland,,,2015-07-13 00:00:00,,15-285503,Shots fired,,,,1.0,1.0,31,No,N,M,,No,,W,7,,,,,,,17,No,,M,,Yes,,,Black,Motor Vehicle,,
35-00016,Orlando,FL,4405 Chatelle Rd ,,,2015-05-04 00:00:00,,15-182186,Carjacking,,28.577163,-81.43790899999999,1.0,1.0,41,No,N,M,,No,,W,9,,,,,,,19,No,,M,,No,,,Black,Handgun,,
35-00016,Orlando,FL,5688 International Dr,,,2015-02-08 00:00:00,,15-055695,Shots fired,,28.462278,-81.457256,1.0,1.0,29,No,H,M,,No,,W,8,,,,,,,21,No,,M,,Yes,,,Black,Handgun,,
35-00016,Orlando,FL,1159 Soria Ct,,,2014-12-04 00:00:00,,14-500135,Burglary,,28.529055,-81.307911,1.0,1.0,44,No,N,M,,No,,B,15,,,,,,,32,Yes,,M,,Yes,,,White,Handgun,,
35-00016,Orlando,FL,5382 Cinderlane Pkwy,,,2013-01-15 00:00:00,,13-021249,Attempted Murder,,28.606986,-81.429884,1.0,1.0,42,No,N,M,,No,,O,6,,,,,,,22,No,,M,,Yes,,,Black,Handgun,,
35-00016,Orlando,FL,5200 Lake Margaret,,,2012-09-06 00:00:00,,12-369684,Armed Robbery,,28.506128999999998,-81.318226,1.0,3.0,"28, 33, 30","No, No, No","N, H, N","M, M, M",,"No, No, No",,"W, W, W","3, 4, 2",,,,,,,17,Yes,,M,,Yes,,,Black,Handgun,,
35-00016,Orlando,FL,Lee Vista & SR 417,,,2010-09-15 00:00:00,,10-437014,Street Racing,,,,2.0,1.0,24,No,N,M,,No,,B,1,,,,,,,"24, 24","No, No",,"M, M",,"No, No",,,"Black, Black",Motor Vehicle,,
35-00016,Orlando,FL,300 Blk Hope Circle,,,2009-05-06 00:00:00,,09-214084,Traffic Stop,,28.545296999999998,-81.45043100000001,1.0,1.0,35,No,N,M,,No,,W,3,,,,,,,17,No,,M,,Yes,,,Black,Handgun,,
35-00016,Orlando,FL,4326 Pershing Place,,,2015-02-04 00:00:00,,15-050643,Shots fired,,,,1.0,1.0,42,No,N,M,,No,,O,7,,,,,,,37,Yes,,M,,Yes,,,White,Handgun,,
35-00016,Orlando,FL,2301 29 th Street,,,2014-10-24 00:00:00,,14-443123,Suspicious Vehicle,,28.512557,-81.408405,1.0,1.0,32,No,N,M,,No,,B,1,,,,,,,unk,No,,M,,No,,,Black,Motor Vehicle,,
35-00016,Orlando,FL,118 S. Orange Ave,,,2014-08-19 00:00:00,,14-345320,Armed Subject,,28.54097,-81.37903,1.0,1.0,24,No,H,M,,No,,W,2,,,,,,,23,No,,M,,Yes,,,White,Handgun,,
35-00016,Orlando,FL,I4/Livingston,,,2013-06-10 00:00:00,,13-237300,Armed Subject,,,,1.0,4.0,"41, 30, 29, 33","No, No, No, No","N, N, N, N","M, M, F, M",,"No, No, No, No",,"W, B, B, W","11, 5, 0.25, 4",,,,,,,24,Yes,,M,,Yes,,,Black,Handgun,,
35-00016,Orlando,FL,3330 W.Colonial Dr.,,,2011-11-26 00:00:00,,11-521034,Suspicious Person,,28.552661999999998,-81.41758,1.0,1.0,32,No,N,M,,No,,W,4,,,,,,,32,No,,M,,No,,,Black,Hands/reaching,,
35-00016,Orlando,FL,2999 E. Colonial Dr,,,2010-11-21 00:00:00,,10-546347,Fraud,,28.553351,-81.346674,1.0,2.0,"34, 35","No, No","N, N","M, M",,"No, No",,"W, W","5, 9",,,,,,,51,No,,M,,Yes,,,White,Motor Vehicle,,
35-00016,Orlando,FL,4449 Malibu Dr,,,2014-05-21 00:00:00,,14-211161,Armed Robbery,,28.536654,-81.43563499999999,1.0,2.0,"35, 34","No, No","N, N","M, M",,"No, No",,"W, W","7, 5",,,,,,,20,Yes,,M,,Yes,,,Black,Handgun,,
35-00016,Orlando,FL,3900 Roseboro St,,,2013-07-23 00:00:00,,13-301648,Traffic Stop,,28.516976,-81.424397,1.0,1.0,24,No,N,M,,Yes,,W,1,,,,,,,23,No,,M,,Yes,,,Black,Handgun,,
35-00016,Orlando,FL,Raleigh/Kirkman,,,2013-05-03 00:00:00,,13-182738,Traffic Stop,,,,2.0,5.0,"29, 32, 29, 36, 30","No, No, No, NO","N, N, N, N, N","M, M, M, M, M",,"No, No, No, No",,"W, W, W, W, W","6, 6, 5, 8, 5",,,,,,,"21, 21","Yes, No",,"M, M",,"Yes, Yes",,,"Black, Black",Handgun,,
35-00016,Orlando,FL,400 S. Parramore,,,2011-06-10 00:00:00,,11-257484,Drug Violation,,28.538149,-81.388975,1.0,1.0,28,No,N,M,,No,,W,5,,,,,,,27,No,,M,,Yes,,,Black,Hands/reaching,,
35-00016,Orlando,FL,Jamil/Central,,,2010-12-18 00:00:00,,10-586514,Traffic Stop,,,,1.0,2.0,"34, 35","No, No","N, N","M, M",,"No, No",,"W, W","6, 8",,,,,,,27,No,,M,,Yes,,,Black,Handgun,,
35-00016,Orlando,FL,2185 Lake Debra Dr,,,2010-07-13 00:00:00,,10-329547,Attempted Suicide,,28.517878000000003,-81.477926,1.0,1.0,33,No,N,M,,No,,W,9,,,,,,,41,No,,M,,Yes,,,White,"Shotgun,Handgun",,
35-00016,Orlando,FL,390 N Orange,,,2010-01-01 00:00:00,,10-000324,Atempted Murder,,28.547063,-81.379108,1.0,1.0,34,No,N,M,,No,,W,7,,,,,,,32,No,,M,,No,,,Black,Motor Vehicle,,
35-00016,Orlando,FL,1621 E Livingston,,,2009-11-25 00:00:00,,09-559387,Barricaded Subject,,28.547667999999998,-81.359193,1.0,1.0,33,No,N,M,,No,,W,10,,,,,,,36,Yes,,M,,Yes,,,White,Handgun,,
35-00016,Orlando,FL,1327 Arlington St,,,2013-01-16 00:00:00,,13-022948,Drug Violation,,28.551810999999997,-81.39935600000001,2.0,2.0,"34, 29","No, No","N, N","M, M",,"No, No",,"W, W","6, 6",,,,,,,"37, 19","No, Yes",,"M, M",,"Yes, Yes",,,"Black, Black",Handgun,,
35-00016,Orlando,FL,8425 Northlake Pkwy,,,2012-02-19 00:00:00,,12-074536,Homicide,,28.420422,-81.269601,1.0,1.0,29,No,N,M,,No,,W,7,,,,,,,43,No,,M,,Yes,,,White,Handgun,,
35-00016,Orlando,FL,4400 Block Martins Way,,,2012-02-19 00:00:00,,12-073698,Stolen Vehicle,,28.599434000000002,-81.436614,1.0,1.0,29,No,N,M,,No,,W,2,,,,,,,16,No,,M,,Yes,,,Black,Hands/reaching,,
35-00016,Orlando,FL,25 W Church Street,,,2009-05-06 00:00:00,,09-212879,Traffic Crash,,28.540335,-81.379591,1.0,2.0,"34, 35","No, No","H, N","M, M",,"No, No",,"W, W","4, 12",,,,,,,23,Yes,,M,,Yes,,,Black,Motor Vehicle,,
35-00016,Orlando,FL,707 W. Jefferson,,,2012-07-03 00:00:00,,12-277685,Stolen Vehicle,,28.544778000000004,-81.389423,1.0,3.0,"39, 39, 27","No, No, No","N, N, N","M, M, M",,"No, No, No",,"W, O, W","10, 5, 5",,,,,,,28,No,,M,,Yes,,,Black,Handgun,,
35-00016,Orlando,FL,756 Bennett Rd.,,,2012-06-06 00:00:00,,12-237596,Battery,,28.556196000000003,-81.333522,1.0,1.0,28,No,H,M,,No,,W,4,,,,,,,19,No,,F,,Yes,,,White,Motor Vehicle,,
35-00016,Orlando,FL,3596 W. Colonial #113,,,2011-07-11 00:00:00,,11-306389,Armed Robbery,,28.506586,-81.328294,1.0,4.0,"30, 28, 28, 32","No, No, No, No","N, N, H, N","M, M, M,M",,"No, No, No, No",,"B, W, W, W","6, 3, 3, 6",,,,,,,57,No,,M,,Yes,,,Black,Handgun,,
35-00016,Orlando,FL,4900 Cason Cove,,,2011-05-06 00:00:00,,11-201994,Armed Robbery,,28.499375,-81.442612,1.0,1.0,48,"No, No",H,M,,"No, No",,W,4,,,,,,,25,No,,M,,Yes,,,Black,Motor Vehicle,,
35-00016,Orlando,FL,Orlando/Leith Rd.,,,2011-04-23 00:00:00,,11-180861,Attempted Murder,,,,1.0,1.0,37,No,N,M,,No,,O,8,,,,,,,34,No,,M,,Yes,,,Black,Handgun,,
35-00016,Orlando,FL,Hiawassee & SR 50,,,2010-10-26 00:00:00,,10-503738,Armed Robbery,,,,1.0,3.0,"30, 38, 37","No, No, No","N, N, N","M, M, M",,"No, No, No",,"B, W, W","6, 13, 4",,,,,,,21,Yes,,M,,Yes,,,Black,Handgun,,
35-00016,Orlando,FL,Universal/Vineland,,,2010-02-17 00:00:00,,10-078478,Traffic Stop,,,,1.0,1.0,26,No,N,M,,No,,W,1,,,,,,,27,Yes,,M,,Yes,,,Black,Handgun,,
35-00016,Orlando,FL,1905 Lee Road,,,2009-07-01 00:00:00,,09-308652,Aggravated Assault,,28.601301,-81.40977,1.0,1.0,33,No,N,M,,No,,W,8,,,,,,,Unk,No,,Unk,,No,,,Unk,Handgun,,
35-00016,Orlando,FL,3101 W. Princeton St.,,,2017-01-09 00:00:00,,17-11345,Attempt to Contact,,28.569824,-81.419675,1.0,1.0,42,Yes,N,F,,Yes,,B,17.5,,,,,,,41,N,,M,,No,,,Black,Handgun,,
35-00016,Orlando,FL,Millenia / Conroy Road,,,2016-06-15 00:00:00,,16-246131,Vehicle Burglary,,,,1.0,1.0,27,No,H,M,,No,,W,2,,,,,,,Unk,No,,M,,No,,,Black,Motor Vehicle,,
35-00016,Orlando,FL,"4061 E. Michigan Street, Orlando, FL 32812",,,2017-10-06 00:00:00,,17-00393142,Felony Warrant,,28.513367,-81.334416,1.0,1.0,49,No,N,M,,No,,W,26,,,,,,,35,Yes,,M,,Yes,,,Black,Knife,,
35-00016,Orlando,FL,819 Randall St,,,2016-10-30 00:00:00,,16-439059,Aggravated Battery,,28.537072,-81.39188299999999,1.0,1.0,28,No,N,M,,N0,,W,1,,,,,,,20,No,,M,,Yes,,,Black,Handgun,,
35-00016,Orlando,FL,South St and Hughey Ave.,,,2018-02-28 00:00:00,,18-82955,Disturbance,,,,1.0,2.0,"45,43",No,"W,W","M,M",,No,,"W,W","12,12",,,,,,,49,Yes,,M,,Yes,,,Black,Handgun,,
35-00016,Orlando,FL,5700 Block N. Orange Blossom Trail,,,2017-10-16 00:00:00,,17-00406642,Suspicious Person,,28.611178000000002,-81.42976800000001,1.0,1.0,31,No,N,M,,No,,W,5,,,,,,,23,No,,M,,Yes,,,Black,Handgun,,
35-00016,Orlando,FL,18-0878,,,2018-05-07 00:00:00,,18-0878,Shoplifiting,,,,1.0,2.0,"45,32",No,"A,H","M,M",,No,,"O,W","16,0.5",,,,,,,38,Yes,,M,,Yes,,,White,No,,
35-00016,Orlando,FL,2500 Block N. John Young Pkwy,,,2017-02-23 00:00:00,,17-075014,Suspicious Incident,,28.576524,-81.416474,1.0,1.0,49,No,N,M,,No,,W,3,,,,,,,27,No,,M,,Yes,,,Black,Handgun (BB),,
35-00103,Charlotte,NC,"WILKINSON BOULEVARD, CHARLOTTE 28208",,,2005-03-01 00:00:00,,1649,,,35.22449626,-80.89650368,,,,,,,,,,,,,,,,,,33,,,Male,,,Miss,,Black,,,
35-00103,Charlotte,NC,"KEYWAY BOULEVARD, CHARLOTTE 28205",,,2005-03-01 00:00:00,,1739,,,35.22699116,-80.72929894,,,,,,,,,,,,,,,,,,25,,,Male,,,Non-Fatal Injury,,White,,,
35-00103,Charlotte,NC,"AMITY SPRINGS DRIVE, CHARLOTTE 28212",,,2005-05-01 00:00:00,,1953,,,35.19902512,-80.75628578,,,,,,,,,,,,,,,,,,67,,,Male,,,Fatal Injury,,White,,,
35-00103,Charlotte,NC,"BETHEL ROAD, CHARLOTTE 28208",,,2005-08-01 00:00:00,,2421,,,35.2193387,-80.87636738,,,,,,,,,,,,,,,,,,25,,,Male,,,Miss,,Black,,,
35-00103,Charlotte,NC,"LEAFCREST LANE, CHARLOTTE 28216",,,2005-04-01 00:00:00,,1875,,,35.14436326,-80.86177397,,,,,,,,,,,,,,,,,,19,,,Male,,,Miss,,Black,,,
35-00103,Charlotte,NC,"N SHARON AMITY ROAD, CHARLOTTE 28205",,,2005-09-01 00:00:00,,2596,,,35.20542311,-80.75909558,,,,,,,,,,,,,,,,,,25,,,Male,,,Miss,,Black,,,
35-00103,Charlotte,NC,"ALBEMARLE ROAD, CHARLOTTE 28205",,,2017-01-01 00:00:00,,21268,,,35.20301824,-80.74050178,,,,,,,,,,,,,,,,,,,,,Male,,,Fatal Injury,,Hispanic,,,
35-00103,Charlotte,NC,"HOLLY STREET, CHARLOTTE 28216",,,2017-09-01 00:00:00,,22155,,,35.2673453,-80.8484074,,,,,,,,,,,,,,,,,,28,,,Male,,,Non-Fatal Injury,,Black,,,
35-00103,Charlotte,NC,"N WENDOVER ROAD, CHARLOTTE 28205",,,2017-12-01 00:00:00,,22525,,,35.1967479,-80.7911352,,,,,,,,,,,,,,,,,,,,,Male,,,Non-Fatal Injury,,White,,,
35-00103,Charlotte,NC,"E WOODLAWN ROAD, CHARLOTTE 28205",,,2016-10-01 00:00:00,,20897,,,35.17897814,-80.88349484,,,,,,,,,,,,,,,,,,31,,,Male,,,Non-Fatal Injury,,Hispanic,,,
35-00103,Charlotte,NC,"TIMBERBROOK DRIVE, CHARLOTTE 28208",,,2018-02-01 00:00:00,,22665,,,35.245948,-80.91034,,,,,,,,,,,,,,,,,,27,,,Male,,,Fatal Injury,,White,,,
35-00103,Charlotte,NC,"SNOW LANE, CHARLOTTE 28227",,,2006-01-01 00:00:00,,3095,,,35.19675873,-80.7264611,,,,,,,,,,,,,,,,,,27,,,Male,,,Miss,,Black,,,
35-00103,Charlotte,NC,"SUNSET ROAD, CHARLOTTE 28269",,,2006-06-01 00:00:00,,3750,,,35.30763561,-80.84567324,,,,,,,,,,,,,,,,,,36,,,Male,,,Fatal Injury,,Black,,,
35-00103,Charlotte,NC,"NORCROFT DRIVE, CHARLOTTE ",,,2006-04-01 00:00:00,,3490,,,35.32849319,-80.78333879,,,,,,,,,,,,,,,,,,33,,,Male,,,Non-Fatal Injury,,Black,,,
35-00103,Charlotte,NC,"ESTHER LANE, CHARLOTTE ",,,2006-07-01 00:00:00,,3932,,,35.26688927,-80.92160063,,,,,,,,,,,,,,,,,,26,,,Male,,,Non-Fatal Injury,,Black,,,
35-00103,Charlotte,NC,"ALBEMARLE ROAD, CHARLOTTE 28212",,,2006-07-01 00:00:00,,3908,,,35.20315374,-80.74406708,,,,,,,,,,,,,,,,,,41,,,Male,,,Fatal Injury,,White,,,
35-00103,Charlotte,NC,"DALECREST , CHARLOTTE 28269",,,2006-11-01 00:00:00,,4392,,,35.28018368,-80.81630963,,,,,,,,,,,,,,,,,,42,,,Male,,,Fatal Injury,,Black,,,
35-00103,Charlotte,NC,"E INDEPENDENCE BOULEVARD, CHARLOTTE 28205",,,2007-04-01 00:00:00,,4925,,,35.19655042,-80.76807381,,,,,,,,,,,,,,,,,,17,,,Male,,,Non-Fatal Injury,,Black,,,
35-00103,Charlotte,NC,"FLORENCE AVENUE, CHARLOTTE  28212",,,2007-10-01 00:00:00,,5822,,,35.18311887,-80.7647899,,,,,,,,,,,,,,,,,,33,,,Male,,,Non-Fatal Injury,,Black,,,
35-00103,Charlotte,NC,"ALBEMARLE ROAD, CHARLOTTE 28212",,,2007-11-01 00:00:00,,5954,,,35.20338068,-80.75554264,,,,,,,,,,,,,,,,,,16,,,Male,,,Fatal Injury,,Black,,,
35-00103,Charlotte,NC,"STATESVILLE ROAD, CHARLOTTE 28269",,,2008-04-01 00:00:00,,6740,,,35.28888323,-80.8365905,,,,,,,,,,,,,,,,,,29,,,Male,,,Non-Fatal Injury,,White,,,
35-00103,Charlotte,NC,"CENTRAL AVENUE, CHARLOTTE  28205",,,2008-05-01 00:00:00,,6788,,,35.22005258,-80.80802326,,,,,,,,,,,,,,,,,,29,,,Male,,,Non-Fatal Injury,,Black,,,
35-00103,Charlotte,NC,"SOUTH BOULEVARD, CHARLOTTE 28217",,,2008-03-01 00:00:00,,6530,,,35.16290541,-80.87615927,,,,,,,,,,,,,,,,,,52,,,Male,,,Non-Fatal Injury,,Black,,,
35-00103,Charlotte,NC,"LANGSTON MILL ROAD, CHARLOTTE ",,,2008-02-01 00:00:00,,6508,,,35.32594147,-80.8614263,,,,,,,,,,,,,,,,,,37,,,Male,,,Non-Fatal Injury,,Hispanic,,,
35-00103,Charlotte,NC,"N TRYON STREET, CHARLOTTE  28213",,,2008-11-01 00:00:00,,7699,,,35.2580411,-80.78423803,,,,,,,,,,,,,,,,,,35,,,Male,,,Non-Fatal Injury,,Black,,,
35-00103,Charlotte,NC,"ORVIS STREET, CHARLOTTE 28216",,,2008-08-01 00:00:00,,7307,,,35.25269416,-80.84970104,,,,,,,,,,,,,,,,,,36,,,Male,,,Non-Fatal Injury,,Black,,,
35-00103,Charlotte,NC,"DEANNA LANE, CHARLOTTE  ",,,2008-08-01 00:00:00,,7218,,,35.14030372,-80.89416392,,,,,,,,,,,,,,,,,,27,,,Male,,,Non-Fatal Injury,,Hispanic,,,
35-00103,Charlotte,NC,"SYLVANIA AVENUE, CHARLOTTE 28206",,,2008-05-01 00:00:00,,6867,,,35.24248825,-80.82959488,,,,,,,,,,,,,,,,,,21,,,Male,,,Fatal Injury,,Black,,,
35-00103,Charlotte,NC,"E W.T. HARRIS BOULEVARD, CHARLOTTE 28227",,,2010-03-01 00:00:00,,9687,,,35.19828546,-80.72635284,,,,,,,,,,,,,,,,,,17,,,Male,,,Miss,,Hispanic,,,
35-00103,Charlotte,NC,"BARRINGTON DRIVE, CHARLOTTE 28278",,,2010-07-01 00:00:00,,10386,,,35.23646184,-80.74322289,,,,,,,,,,,,,,,,,,21,,,Male,,,Non-Fatal Injury,,Black,,,
35-00103,Charlotte,NC,"PARK ROAD, CHARLOTTE 28209",,,2010-07-01 00:00:00,,10392,,,35.17335002,-80.85128405,,,,,,,,,,,,,,,,,,25,,,Male,,,Non-Fatal Injury,,Black,,,
35-00103,Charlotte,NC,"HOLLYDAY COURT, CHARLOTTE 28210",,,2010-10-01 00:00:00,,10973,,,35.16864494,-80.86274697,,,,,,,,,,,,,,,,,,48,,,Male,,,Fatal Injury,,White,,,
35-00103,Charlotte,NC,"SHAMROCK DRIVE, CHARLOTTE 28205",,,2010-12-01 00:00:00,,11088,,,35.22658122,-80.74730829,,,,,,,,,,,,,,,,,,57,,,Male,,,Miss,,Hispanic,,,
35-00103,Charlotte,NC,"SOMERDALE LANE, CHARLOTTE 28205",,,2010-08-01 00:00:00,,10484,,,35.2274098,-80.75764471,,,,,,,,,,,,,,,,,,24,,,Male,,,Miss,,White,,,
35-00103,Charlotte,NC,"GARIBALDI AVENUE, CHARLOTTE 28208",,,2011-03-01 00:00:00,,11493,,,35.23393699,-80.88096425,,,,,,,,,,,,,,,,,,21,,,Male,,,Non-Fatal Injury,,Black,,,
35-00103,Charlotte,NC,"BRANDIE GLEN ROAD, CHARLOTTE 28269",,,2010-10-01 00:00:00,,10789,,,35.31415087,-80.82193276,,,,,,,,,,,,,,,,,,15,,,Male,,,Non-Fatal Injury,,Black,,,
35-00103,Charlotte,NC,"SNOW WHITE LANE, CHARLOTTE 28208",,,2010-11-01 00:00:00,,10974,,,35.26984767,-80.77952075,,,,,,,,,,,,,,,,,,69,,,Male,,,Non-Fatal Injury,,Black,,,
35-00103,Charlotte,NC,"CENTRAL AVENUE, CHARLOTTE 28210",,,2011-09-01 00:00:00,,12277,,,35.21177776,-80.76147964,,,,,,,,,,,,,,,,,,22,,,Male,,,Non-Fatal Injury,,Hispanic,,,
35-00103,Charlotte,NC,"NATIONS FORD ROAD, CHARLOTTE 28273",,,2011-10-01 00:00:00,,12646,,,35.16610659,-80.89363572,,,,,,,,,,,,,,,,,,28,,,Male,,,Miss,,Black,,,
35-00103,Charlotte,NC,"WEST AVENUE, CHARLOTTE 28208",,,2012-06-01 00:00:00,,13575,,,35.27927888,-80.91182565,,,,,,,,,,,,,,,,,,21,,,Male,,,Non-Fatal Injury,,White,,,
35-00103,Charlotte,NC,"S TRYON STREET, CHARLOTTE 28203",,,2012-03-01 00:00:00,,13080,,,35.21833752,-80.85396752,,,,,,,,,,,,,,,,,,48,,,Male,,,Non-Fatal Injury,,White,,,
35-00103,Charlotte,NC,"COOPER DRIVE, CHARLOTTE 28208",,,2013-01-01 00:00:00,,14477,,,35.16577551,-80.87237332,,,,,,,,,,,,,,,,,,55,,,Male,,,Fatal Injury,,White,,,
35-00103,Charlotte,NC,"CRESTVIEW DRIVE, CHARLOTTE 28216",,,2012-07-01 00:00:00,,13634,,,35.2502544,-80.86166921,,,,,,,,,,,,,,,,,,28,,,Male,,,Fatal Injury,,Black,,,
35-00103,Charlotte,NC,"TAKERIDGE COURT, CHARLOTTE 28277",,,2012-09-01 00:00:00,,13894,,,35.06812378,-80.78621604,,,,,,,,,,,,,,,,,,26,,,Male,,,Fatal Injury,,White,,,
35-00103,Charlotte,NC,"SNOW WHITE LANE, CHARLOTTE 28213",,,2013-06-01 00:00:00,,15255,,,35.26891298,-80.78551508,,,,,,,,,,,,,,,,,,17,,,Male,,,Fatal Injury,,Black,,,
35-00103,Charlotte,NC,"SNOW WHITE LANE, CHARLOTTE 28213",,,2013-06-01 00:00:00,,15255,,,35.26891298,-80.78551508,,,,,,,,,,,,,,,,,,17,,,Male,,,Miss,,Black,,,
35-00103,Charlotte,NC,"BROOKSIDE DRIVE, FORT MILL 29715",,,2014-01-01 00:00:00,,16193,,,35.293282,-80.75760265,,,,,,,,,,,,,,,,,,31,,,Male,,,Non-Fatal Injury,,Black,,,
35-00103,Charlotte,NC,"N TRYON STREET, CHARLOTTE 28203",,,2013-09-01 00:00:00,,15735,,,35.24092767,-80.82484006,,,,,,,,,,,,,,,,,,25,,,Male,,,Miss,,Black,,,
35-00103,Charlotte,NC,"PENNINGER CIRCLE, CHARLOTTE 28262",,,2013-07-01 00:00:00,,15332,,,35.31140863,-80.78575033,,,,,,,,,,,,,,,,,,59,,,Male,,,Fatal Injury,,White,,,
35-00103,Charlotte,NC,"N TRYON STREET, CHARLOTTE 28203",,,2013-09-01 00:00:00,,15735,,,35.24092767,-80.82484006,,,,,,,,,,,,,,,,,,24,,,Male,,,Miss,,Black,,,
35-00103,Charlotte,NC,"N TRYON STREET, CHARLOTTE 28203",,,2013-09-01 00:00:00,,15735,,,35.24092767,-80.82484006,,,,,,,,,,,,,,,,,,27,,,Male,,,Miss,,Black,,,
35-00103,Charlotte,NC,"FARM POND LANE, CHARLOTTE 28273",,,2014-09-01 00:00:00,,17466,,,35.20482118,-80.73857826,,,,,,,,,,,,,,,,,,31,,,Male,,,Non-Fatal Injury,,Black,,,
35-00103,Charlotte,NC,"BEATTIES FORD ROAD, CHARLOTTE 28205",,,2014-10-01 00:00:00,,17590,,,35.26828028,-80.85391539,,,,,,,,,,,,,,,,,,,,,Male,,,Miss,,Black,,,
35-00103,Charlotte,NC,"ROSECROFT DRIVE, CHARLOTTE 28215",,,2014-12-01 00:00:00,,17817,,,35.23580079,-80.73472456,,,,,,,,,,,,,,,,,,,,,Male,,,Non-Fatal Injury,,Black,,,
35-00103,Charlotte,NC,"JORDANS POND LANE, CHARLOTTE 28214",,,2014-03-01 00:00:00,,16556,,,35.29419162,-80.92906995,,,,,,,,,,,,,,,,,,26,,,Male,,,Miss,,Black,,,
35-00103,Charlotte,NC,"E MARTIN LUTHER KING BOULEVARD, CHARLOTTE 28202",,,2015-01-01 00:00:00,,17939,,,35.22221159,-80.84341268,,,,,,,,,,,,,,,,,,27,,,Male,,,Non-Fatal Injury,,Black,,,
35-00103,Charlotte,NC,"BELLEFONTE DRIVE, CHARLOTTE 28206",,,2015-02-01 00:00:00,,18163,,,35.25080417,-80.81846836,,,,,,,,,,,,,,,,,,20,,,Female,,,Fatal Injury,,Black,,,
35-00103,Charlotte,NC,"N TRYON STREET, CHARLOTTE 28206",,,2015-03-01 00:00:00,,18223,,,35.23800028,-80.82852266,,,,,,,,,,,,,,,,,,14,,,Male,,,Non-Fatal Injury,,Black,,,
35-00103,Charlotte,NC,"W TRADE STREET, CHARLOTTE  28202",,,2014-06-01 00:00:00,,17016,,,35.24221045,-80.85899641,,,,,,,,,,,,,,,,,,21,,,Male,,,Miss,,Black,,,
35-00103,Charlotte,NC,"N TRYON STREET, CHARLOTTE  28216",,,2014-06-01 00:00:00,,17018,,,35.29263614,-80.75590274,,,,,,,,,,,,,,,,,,21,,,Male,,,Fatal Injury,,Black,,,
35-00103,Charlotte,NC,"WILKINSON BOULEVARD, CHARLOTTE 28208",,,2015-10-01 00:00:00,,19333,,,35.22311819,-80.87099555,,,,,,,,,,,,,,,,,,32,,,Male,,,Miss,,Black,,,
35-00103,Charlotte,NC,"REEDY CREEK ROAD, CHARLOTTE 28215",,,2013-09-01 00:00:00,,15821,,,35.25357175,-80.6476807,,,,,,,,,,,,,,,,,,24,,,Male,,,Fatal Injury,,Black,,,
35-00103,Charlotte,NC,"FORESTBROOK DRIVE, CHARLOTTE 28208",,,2016-01-01 00:00:00,,19722,,,35.24193032,-80.91345445,,,,,,,,,,,,,,,,,,33,,,Male,,,Fatal Injury,,Black,,,
35-00103,Charlotte,NC,"WATSON DRIVE, CHARLOTTE 28208",,,2016-01-01 00:00:00,,19720,,,35.21881048,-80.8854172,,,,,,,,,,,,,,,,,,30,,,Male,,,Fatal Injury,,Black,,,
35-00103,Charlotte,NC,"NORTHLAKE MALL DRIVE, CHARLOTTE 28269",,,2015-12-01 00:00:00,,19693,,,35.3499809,-80.8527021,,,,,,,,,,,,,,,,,,18,,,Male,,,Fatal Injury,,Black,,,
35-00103,Charlotte,NC,"HONEY HILL LANE, CHARLOTTE 28273",,,2016-03-01 00:00:00,,20336,,,35.10858363,-80.97953115,,,,,,,,,,,,,,,,,,25,,,Male,,,Non-Fatal Injury,,Black,,,
35-00103,Charlotte,NC,"SHARVIEW COURT, CHARLOTTE 28217",,,2016-01-01 00:00:00,,19808,,,35.16094357,-80.89638705,,,,,,,,,,,,,,,,,,,,,Male,,,Miss,,Unknown,,,
35-00103,Charlotte,NC,"N TRYON STREET, CHARLOTTE 28213",,,2016-06-01 00:00:00,,20421,,,35.28941742,-80.75841409,,,,,,,,,,,,,,,,,,18,,,Male,,,Fatal Injury,,Black,,,
35-00103,Charlotte,NC,"BUFFALO SHOALS ROAD, NEWTON 28658",,,2016-08-01 00:00:00,,20675,,,,,,,,,,,,,,,,,,,,,,,,,Male,,,Non-Fatal Injury,,Hispanic,,,
35-00103,Charlotte,NC,"E TRADE STREET, CHARLOTTE 28202",,,2018-01-01 00:00:00,,22580,,,35.222887,-80.83692,,,,,,,,,,,,,,,,,,23,,,Male,,,Fatal Injury,,Black,,,
